timestamp,event,details
01:57:30,layout_board.new_box_positioned,"{'position': {'x': 215.1433868408203, 'y': 401.83823585510254}, 'screen_position': {'x': 277, 'y': 425}, 'board_type': 'advanced', 'session_id': 'd0d84f7d-149a-4397-8b5d-f46fc4be03ed', 'user_id': 'P8'}"
01:57:48,api.generate_text_to_graph.succeeded,"{'objects_count': 3, 'relationships_count': 2, 'root_object': 'object1', 'session_id': 'd0d84f7d-149a-4397-8b5d-f46fc4be03ed', 'user_id': 'P8'}"
01:57:51,instance_selected,"{'instance_id': 'instance-7e23c39d-2035-4297-84b7-23cc3107a123', 'instance_label': 'woman', 'is_from_class': False, 'class_id': None, 'session_id': 'd0d84f7d-149a-4397-8b5d-f46fc4be03ed', 'user_id': 'P8'}"
01:57:52,layout.node.moved,"{'nodeId': 'instance-7e23c39d-2035-4297-84b7-23cc3107a123', 'newPos': {'x': 365.1433868408203, 'y': 273.83823585510254}, 'session_id': 'd0d84f7d-149a-4397-8b5d-f46fc4be03ed', 'user_id': 'P8'}"
01:58:02,layout.node.moved,"{'nodeId': 'instance-7e23c39d-2035-4297-84b7-23cc3107a123-resizable', 'newPos': {'x': 338.1433868408203, 'y': 197.83823585510254}, 'session_id': 'd0d84f7d-149a-4397-8b5d-f46fc4be03ed', 'user_id': 'P8'}"
01:58:17,object_node.edit.cancelled,"{'object_id': 'object1', 'object_name': 'woman', 'edit_mode': 'adding', 'is_class_mode': False, 'session_id': 'd0d84f7d-149a-4397-8b5d-f46fc4be03ed', 'user_id': 'P8'}"
01:59:19,object_node.edit.saved,"{'object_id': 'object4', 'object_name': 'new object', 'edit_mode': 'name', 'new_value': 'sky blue sleeveless one piece', 'is_class_mode': False, 'parent_instance_id': 'instance-7e23c39d-2035-4297-84b7-23cc3107a123', 'session_id': 'd0d84f7d-149a-4397-8b5d-f46fc4be03ed', 'user_id': 'P8'}"
01:59:19,object_node.edit.cancelled,"{'object_id': 'object4', 'object_name': 'new object', 'edit_mode': 'name', 'is_class_mode': False, 'session_id': 'd0d84f7d-149a-4397-8b5d-f46fc4be03ed', 'user_id': 'P8'}"
01:59:22,object_node.connection_drag.completed,"{'source_object_id': 'object1', 'target_object_id': 'object4', 'source_parent_id': 'instance-7e23c39d-2035-4297-84b7-23cc3107a123', 'target_parent_id': 'instance-7e23c39d-2035-4297-84b7-23cc3107a123', 'session_id': 'd0d84f7d-149a-4397-8b5d-f46fc4be03ed', 'user_id': 'P8'}"
01:59:30,relationship_node.edited,"{'relationship_id': 'object1-object4', 'source_object_id': 'object1', 'target_object_id': 'object4', 'old_relation': 'connected to', 'new_relation': 'wearing', 'source_object_name': 'woman', 'target_object_name': 'sky blue sleeveless one piece', 'session_id': 'd0d84f7d-149a-4397-8b5d-f46fc4be03ed', 'user_id': 'P8'}"
02:00:20,object_node.edit.cancelled,"{'object_id': 'object5', 'object_name': 'new object', 'edit_mode': 'name', 'is_class_mode': False, 'session_id': 'd0d84f7d-149a-4397-8b5d-f46fc4be03ed', 'user_id': 'P8'}"
02:00:20,object_node.edit.saved,"{'object_id': 'object5', 'object_name': 'new object', 'edit_mode': 'name', 'new_value': 'vacation hat', 'is_class_mode': False, 'parent_instance_id': 'instance-7e23c39d-2035-4297-84b7-23cc3107a123', 'session_id': 'd0d84f7d-149a-4397-8b5d-f46fc4be03ed', 'user_id': 'P8'}"
02:00:21,object_node.connection_drag.completed,"{'source_object_id': 'object1', 'target_object_id': 'object5', 'source_parent_id': 'instance-7e23c39d-2035-4297-84b7-23cc3107a123', 'target_parent_id': 'instance-7e23c39d-2035-4297-84b7-23cc3107a123', 'session_id': 'd0d84f7d-149a-4397-8b5d-f46fc4be03ed', 'user_id': 'P8'}"
02:00:28,relationship_node.edited,"{'relationship_id': 'object1-object5', 'source_object_id': 'object1', 'target_object_id': 'object5', 'old_relation': 'connected to', 'new_relation': 'holding', 'source_object_name': 'woman', 'target_object_name': 'new object', 'session_id': 'd0d84f7d-149a-4397-8b5d-f46fc4be03ed', 'user_id': 'P8'}"
02:00:43,object_node.edit.cancelled,"{'object_id': 'object6', 'object_name': 'new object', 'edit_mode': 'name', 'is_class_mode': False, 'session_id': 'd0d84f7d-149a-4397-8b5d-f46fc4be03ed', 'user_id': 'P8'}"
02:00:43,object_node.edit.saved,"{'object_id': 'object6', 'object_name': 'new object', 'edit_mode': 'name', 'new_value': 'white slippers', 'is_class_mode': False, 'parent_instance_id': 'instance-7e23c39d-2035-4297-84b7-23cc3107a123', 'session_id': 'd0d84f7d-149a-4397-8b5d-f46fc4be03ed', 'user_id': 'P8'}"
02:00:50,object_node.connection_drag.cancelled,"{'reason': 'no_target', 'object_id': 'object6', 'session_id': 'd0d84f7d-149a-4397-8b5d-f46fc4be03ed', 'user_id': 'P8'}"
02:00:59,object_node.connection_drag.completed,"{'source_object_id': 'object1', 'target_object_id': 'object6', 'source_parent_id': 'instance-7e23c39d-2035-4297-84b7-23cc3107a123', 'target_parent_id': 'instance-7e23c39d-2035-4297-84b7-23cc3107a123', 'session_id': 'd0d84f7d-149a-4397-8b5d-f46fc4be03ed', 'user_id': 'P8'}"
02:01:05,relationship_node.edited,"{'relationship_id': 'object1-object6', 'source_object_id': 'object1', 'target_object_id': 'object6', 'old_relation': 'connected to', 'new_relation': 'wearing', 'source_object_name': 'woman', 'target_object_name': 'white slippers', 'session_id': 'd0d84f7d-149a-4397-8b5d-f46fc4be03ed', 'user_id': 'P8'}"
02:01:35,instance.updated,"{'instance_id': 'instance-7e23c39d-2035-4297-84b7-23cc3107a123', 'instance_label': 'woman', 'text_changed': False, 'graph_changed': True, 'session_id': 'd0d84f7d-149a-4397-8b5d-f46fc4be03ed', 'user_id': 'P8'}"
02:01:35,api.generate_scene_graph_to_text.succeeded,"{'text_length': 121, 'generated_text': 'Woman taking a picture with her camera, wearing a sky blue sleeveless one piece and white slippers, ', 'session_id': 'd0d84f7d-149a-4397-8b5d-f46fc4be03ed', 'user_id': 'P8'}"
