timestamp,event,details
01:51:32,experiment_started,"{'language': 'ko', 'demographic_data': {'age': '28', 'gender': 'female', 'occupation': '학생', 'ai_tool_types': ['text', 'image', 'video'], 'ai_frequency': 'daily', 'ai_purposes': ['work', 'study'], 'ai_proficiency': '4', 'english_level': 'fluent', 'programming_duration': '<1', 'programming_languages': ['python'], 'programming_contexts': ['data', 'research'], 'programming_proficiency': '2', 'system_order': 'system2_first'}, 'session_id': '56ad08db-2913-4791-82ee-e1f328d5feca', 'user_id': 'P6'}"
01:53:00,layout_board.new_box_initiated,"{'board_type': 'advanced', 'timestamp': '2025-08-30T01:53:00.282Z', 'session_id': '56ad08db-2913-4791-82ee-e1f328d5feca', 'user_id': 'P6'}"
01:53:08,layout_board.new_box_positioned,"{'position': {'x': 157.078125, 'y': 250}, 'screen_position': {'x': 215, 'y': 278}, 'board_type': 'advanced', 'session_id': '56ad08db-2913-4791-82ee-e1f328d5feca', 'user_id': 'P6'}"
01:53:35,api.generate_text_to_graph.started,"{'has_previous': None, 'text_length': 6, 'previous_objects_count': 0, 'session_id': '56ad08db-2913-4791-82ee-e1f328d5feca', 'user_id': 'P6'}"
01:53:37,api.generate_text_to_graph.succeeded,"{'objects_count': 1, 'relationships_count': 0, 'root_object': 'object1', 'session_id': '56ad08db-2913-4791-82ee-e1f328d5feca', 'user_id': 'P6'}"
01:53:40,class_library_toggle,"{'expanded': True, 'class_count': 0, 'session_id': '56ad08db-2913-4791-82ee-e1f328d5feca', 'user_id': 'P6'}"
01:53:42,instance_selected,"{'instance_id': 'instance-423df8d8-b63f-4339-a5b9-2707ec0bbe01', 'instance_label': 'rabbit', 'is_from_class': False, 'class_id': None, 'session_id': '56ad08db-2913-4791-82ee-e1f328d5feca', 'user_id': 'P6'}"
01:53:44,class_library_toggle,"{'expanded': False, 'class_count': 0, 'session_id': '56ad08db-2913-4791-82ee-e1f328d5feca', 'user_id': 'P6'}"
01:53:45,object_node.expand_collapse,"{'object_id': 'object1', 'object_name': 'rabbit', 'action': 'collapse', 'parent_instance_id': 'instance-423df8d8-b63f-4339-a5b9-2707ec0bbe01', 'is_class_mode': False, 'session_id': '56ad08db-2913-4791-82ee-e1f328d5feca', 'user_id': 'P6'}"
01:53:46,instance.edit.started,"{'instance_id': 'instance-423df8d8-b63f-4339-a5b9-2707ec0bbe01', 'instance_label': 'rabbit', 'edit_type': 'text', 'session_id': '56ad08db-2913-4791-82ee-e1f328d5feca', 'user_id': 'P6'}"
