timestamp,id,event,details
2000-01-01 05:31:30,,layout_board.new_box_positioned,"{'position': {'x': 123.8125, 'y': 437.5}, 'screen_position': {'x': 182, 'y': 473}, 'board_type': 'advanced', 'session_id': '068230a3-a4f5-4548-a76e-f1f14dd2eb25', 'user_id': 'P6'}"
2000-01-01 05:31:44,instance-9bbd2d9c-450a-4469-a492-213aa9ba3cd8-resizable,layoutboard.node.resizable.resized,"{'nodeId': 'instance-9bbd2d9c-450a-4469-a492-213aa9ba3cd8-resizable', 'prevSize': {'width': 50, 'height': 50}, 'newSize': {'width': 66, 'height': 157}, 'delta': {'width': 16, 'height': 107}, 'linkedSizeNodeIds': [], 'session_id': '068230a3-a4f5-4548-a76e-f1f14dd2eb25', 'user_id': 'P6'}"
2000-01-01 05:31:46,instance-9bbd2d9c-450a-4469-a492-213aa9ba3cd8-resizable,layout.node.moved,"{'nodeId': 'instance-9bbd2d9c-450a-4469-a492-213aa9ba3cd8-resizable', 'newPos': {'x': 3.8125, 'y': 273.5}, 'session_id': '068230a3-a4f5-4548-a76e-f1f14dd2eb25', 'user_id': 'P6'}"
2000-01-01 05:31:49,,layout_board.new_box_positioned,"{'position': {'x': 164.8125, 'y': 190.5}, 'screen_position': {'x': 223, 'y': 226}, 'board_type': 'advanced', 'session_id': '068230a3-a4f5-4548-a76e-f1f14dd2eb25', 'user_id': 'P6'}"
2000-01-01 05:32:17,instance-21690d00-88f8-42d5-a3ef-bb763b170ad6-resizable,layoutboard.node.resizable.resized,"{'nodeId': 'instance-21690d00-88f8-42d5-a3ef-bb763b170ad6-resizable', 'prevSize': {'width': 50, 'height': 50}, 'newSize': {'width': 96, 'height': 226}, 'delta': {'width': 46, 'height': 176}, 'linkedSizeNodeIds': [], 'session_id': '068230a3-a4f5-4548-a76e-f1f14dd2eb25', 'user_id': 'P6'}"
2000-01-01 05:32:19,instance-21690d00-88f8-42d5-a3ef-bb763b170ad6-resizable,layout.node.moved,"{'nodeId': 'instance-21690d00-88f8-42d5-a3ef-bb763b170ad6-resizable', 'newPos': {'x': 141.8125, 'y': 188.5}, 'session_id': '068230a3-a4f5-4548-a76e-f1f14dd2eb25', 'user_id': 'P6'}"
2000-01-01 05:32:23,,layout_board.new_box_positioned,"{'position': {'x': 358.8125, 'y': 347.5}, 'screen_position': {'x': 417, 'y': 383}, 'board_type': 'advanced', 'session_id': '068230a3-a4f5-4548-a76e-f1f14dd2eb25', 'user_id': 'P6'}"
2000-01-01 05:32:52,instance-4365bf88-167a-4de5-b58e-9145d8d18d10-resizable,layoutboard.node.resizable.resized,"{'nodeId': 'instance-4365bf88-167a-4de5-b58e-9145d8d18d10-resizable', 'prevSize': {'width': 50, 'height': 50}, 'newSize': {'width': 119, 'height': 249}, 'delta': {'width': 69, 'height': 199}, 'linkedSizeNodeIds': [], 'session_id': '068230a3-a4f5-4548-a76e-f1f14dd2eb25', 'user_id': 'P6'}"
2000-01-01 05:32:53,instance-4365bf88-167a-4de5-b58e-9145d8d18d10-resizable,layout.node.moved,"{'nodeId': 'instance-4365bf88-167a-4de5-b58e-9145d8d18d10-resizable', 'newPos': {'x': 263.8125, 'y': 148.5}, 'session_id': '068230a3-a4f5-4548-a76e-f1f14dd2eb25', 'user_id': 'P6'}"
2000-01-01 05:32:56,instance-4365bf88-167a-4de5-b58e-9145d8d18d10-resizable,layoutboard.node.resizable.resized,"{'nodeId': 'instance-4365bf88-167a-4de5-b58e-9145d8d18d10-resizable', 'prevSize': {'width': 50, 'height': 50}, 'newSize': {'width': 86, 'height': 249}, 'delta': {'width': 36, 'height': 199}, 'linkedSizeNodeIds': [], 'session_id': '068230a3-a4f5-4548-a76e-f1f14dd2eb25', 'user_id': 'P6'}"
