pid,system_name,label,start_event,end_event,start_time,end_time,delta_sec
P1,Baseline,Init-Baseline,layout_board.new_box_initiated,baselineboard.node.add.instance,2025-08-25 11:24:31,2025-08-25 11:25:16,45.0
P1,Baseline,Init-Baseline,layout_board.new_box_initiated,baselineboard.node.add.instance,2025-08-25 11:25:39,2025-08-25 11:27:43,124.0
P1,Baseline,Init-Baseline,layout_board.new_box_initiated,baselineboard.node.add.instance,2025-08-25 11:28:00,2025-08-25 11:29:13,73.0
P1,Baseline,Init-Baseline,layout_board.new_box_initiated,baselineboard.node.add.instance,2025-08-25 11:29:29,2025-08-25 11:31:01,92.0
P1,Baseline,Init-Baseline,layout_board.new_box_initiated,baselineboard.node.add.instance,2025-08-25 11:31:54,2025-08-25 11:32:24,30.0
P1,OOPT,Init-OOPT,layout_board.new_box_positioned,api.generate_text_to_graph.started,2025-08-25 11:43:05,2025-08-25 11:44:20,75.0
P1,OOPT,Edit-OOPT,instance.edit.started,api.generate_text_to_graph.started,2025-08-25 11:44:29,2025-08-25 11:44:35,6.0
P1,OOPT,Edit-OOPT,instance.edit.started,api.generate_text_to_graph.started,2025-08-25 11:44:57,2025-08-25 11:45:04,7.0
P1,OOPT,Init-OOPT,layout_board.new_box_positioned,api.generate_text_to_graph.started,2025-08-25 11:45:52,2025-08-25 11:47:26,94.0
P1,OOPT,Init-OOPT,class_detail_opened,instance.create_from_class.started,2025-08-25 11:47:58,2025-08-25 11:49:40,102.0
P1,OOPT,Edit-OOPT,instance.edit.started,api.generate_text_to_graph.started,2025-08-25 11:49:56,2025-08-25 11:50:08,12.0
P1,OOPT,Edit-OOPT,instance.edit.started,api.generate_scene_graph_to_text.started,2025-08-25 11:50:16,2025-08-25 11:52:15,119.0
P1,OOPT,Init-OOPT,layout_board.new_box_positioned,api.generate_text_to_graph.started,2025-08-25 11:54:00,2025-08-25 11:55:13,73.0
P1,OOPT,Init-OOPT,layout_board.new_box_positioned,api.generate_text_to_graph.started,2025-08-25 11:55:29,2025-08-25 11:55:57,28.0
P1,OOPT,Edit-OOPT,instance.edit.started,api.generate_scene_graph_to_text.started,2025-08-25 12:00:40,2025-08-25 12:00:45,5.0
P1,OOPT,Edit-OOPT,instance.edit.started,api.generate_scene_graph_to_text.started,2025-08-25 12:00:51,2025-08-25 12:01:04,13.0
P1,OOPT,Edit-OOPT,instance.edit.started,api.generate_text_to_graph.started,2025-08-25 12:06:06,2025-08-25 12:06:26,20.0
P1,OOPT,Edit-OOPT,instance.edit.started,api.generate_text_to_graph.started,2025-08-25 12:06:36,2025-08-25 12:06:41,5.0
P1,OOPT,Edit-OOPT,instance.edit.started,api.generate_text_to_graph.started,2025-08-25 12:07:04,2025-08-25 12:07:14,10.0
P1,OOPT,Edit-OOPT,instance.edit.started,api.generate_scene_graph_to_text.started,2025-08-25 12:07:26,2025-08-25 12:07:35,9.0
P1,OOPT,Edit-OOPT,instance.edit.started,api.generate_text_to_graph.started,2025-08-25 12:09:29,2025-08-25 12:09:38,9.0
P1,OOPT,Edit-OOPT,instance.edit.started,api.generate_text_to_graph.started,2025-08-25 12:09:46,2025-08-25 12:09:53,7.0
P1,Baseline,Edit-Baseline,baselineboard.node.add.instance,baselineboard.node.edit,2025-08-25 11:31:01,2025-08-25 11:31:32,31.0
P1,Baseline,Edit-Baseline,baselineboard.node.add.instance,baselineboard.node.edit,2025-08-25 11:32:24,2025-08-25 11:32:50,26.0
P1,Baseline,Edit-Baseline,baselineboard.node.edit,baselineboard.node.edit,2025-08-25 11:32:50,2025-08-25 11:35:29,159.0
P1,Baseline,Edit-Baseline,baselineboard.node.edit,baselineboard.node.edit,2025-08-25 11:35:29,2025-08-25 11:36:03,34.0
P1,Baseline,Edit-Baseline,baselineboard.node.edit,baselineboard.node.edit,2025-08-25 11:36:03,2025-08-25 11:36:41,38.0
P1,Baseline,Edit-Baseline,baselineboard.node.edit,baselineboard.node.edit,2025-08-25 11:36:41,2025-08-25 11:37:11,30.0
P1,Baseline,Edit-Baseline,baselineboard.node.edit,baselineboard.node.edit,2025-08-25 11:37:11,2025-08-25 11:38:00,49.0
P1,Baseline,Edit-Baseline,layout_board.new_box_initiated,baselineboard.node.edit,2025-08-25 11:39:09,2025-08-25 11:39:17,8.0
P1,Baseline,Edit-Baseline,layout_board.new_box_initiated,baselineboard.node.edit,2025-08-25 11:39:26,2025-08-25 11:39:50,24.0
