pid,system_name,label,start_event,end_event,start_time,end_time,delta_sec
P9,Baseline,Init-Baseline,layout_board.new_box_initiated,baselineboard.node.add.instance,2025-08-25 13:26:16,2025-08-25 13:28:03,107.0
P9,Baseline,Init-Baseline,layout_board.new_box_initiated,baselineboard.node.add.instance,2025-08-25 13:28:31,2025-08-25 13:30:04,93.0
P9,Baseline,Init-Baseline,layout_board.new_box_initiated,baselineboard.node.add.instance,2025-08-25 13:30:27,2025-08-25 13:32:30,123.0
P9,Baseline,Init-Baseline,layout_board.new_box_initiated,baselineboard.node.add.instance,2025-08-25 13:32:48,2025-08-25 13:34:08,80.0
P9,OOPT,Init-OOPT,layout_board.new_box_positioned,api.generate_text_to_graph.started,2025-08-25 13:41:36,2025-08-25 13:43:22,106.0
P9,OOPT,Edit-OOPT,instance.edit.started,api.generate_scene_graph_to_text.started,2025-08-25 13:44:21,2025-08-25 13:45:03,42.0
P9,OOPT,Init-OOPT,class_detail_opened,instance.create_from_class.started,2025-08-25 13:45:19,2025-08-25 13:47:04,105.0
P9,OOPT,Edit-OOPT,instance.edit.started,api.generate_scene_graph_to_text.started,2025-08-25 13:47:19,2025-08-25 13:50:33,194.0
P9,OOPT,Edit-OOPT,instance.edit.started,api.generate_scene_graph_to_text.started,2025-08-25 13:50:37,2025-08-25 13:50:44,7.0
P9,OOPT,Edit-OOPT,instance.edit.started,api.generate_scene_graph_to_text.started,2025-08-25 13:50:47,2025-08-25 13:51:00,13.0
P9,OOPT,Edit-OOPT,instance.edit.started,api.generate_scene_graph_to_text.started,2025-08-25 13:51:02,2025-08-25 13:51:21,19.0
P9,OOPT,Edit-OOPT,instance.edit.started,api.generate_scene_graph_to_text.started,2025-08-25 13:51:26,2025-08-25 13:51:31,5.0
P9,OOPT,Init-OOPT,class_detail_opened,instance.create_from_class.started,2025-08-25 13:52:08,2025-08-25 13:52:48,40.0
P9,OOPT,Edit-OOPT,instance.edit.started,api.generate_text_to_graph.started,2025-08-25 13:53:43,2025-08-25 13:54:44,61.0
P9,OOPT,Init-OOPT,class_detail_opened,instance.create_from_class.started,2025-08-25 13:55:09,2025-08-25 13:55:45,36.0
