pid,system_name,label,start_event,end_event,start_time,end_time,delta_sec
P11,OOPT,Init-OOPT,layout_board.new_box_positioned,api.generate_text_to_graph.started,2025-08-27 08:50:20,2025-08-27 08:52:06,106.0
P11,OOPT,Edit-OOPT,instance.edit.started,api.generate_scene_graph_to_text.started,2025-08-27 08:52:37,2025-08-27 08:53:38,61.0
P11,OOPT,Init-OOPT,class_detail_opened,instance.create_from_class.started,2025-08-27 08:53:46,2025-08-27 08:54:59,73.0
P11,OOPT,Init-OOPT,class_detail_opened,api.generate_scene_graph_to_text.started,2025-08-27 08:55:31,2025-08-27 08:56:28,57.0
P11,OOPT,Init-OOPT,layout_board.new_box_positioned,api.generate_text_to_graph.started,2025-08-27 08:56:48,2025-08-27 08:59:20,152.0
P11,OOPT,Init-OOPT,class_detail_opened,api.generate_scene_graph_to_text.started,2025-08-27 09:00:22,2025-08-27 09:03:38,196.0
P11,OOPT,Edit-OOPT,instance.edit.started,api.generate_scene_graph_to_text.started,2025-08-27 09:04:08,2025-08-27 09:05:28,80.0
P11,Baseline,Init-Baseline,layout_board.new_box_initiated,baselineboard.node.add.instance,2025-08-27 09:17:08,2025-08-27 09:19:16,128.0
P11,Baseline,Init-Baseline,layout_board.new_box_initiated,baselineboard.node.add.instance,2025-08-27 09:19:41,2025-08-27 09:22:10,149.0
P11,Baseline,Init-Baseline,layout_board.new_box_initiated,baselineboard.node.add.instance,2025-08-27 09:26:50,2025-08-27 09:28:59,129.0
P11,Baseline,Edit-Baseline,layout_board.new_box_initiated,baselineboard.node.edit,2025-08-27 09:22:13,2025-08-27 09:23:00,47.0
P11,Baseline,Edit-Baseline,baselineboard.node.add.instance,baselineboard.node.edit,2025-08-27 09:28:59,2025-08-27 09:31:48,169.0
P11,Baseline,Edit-Baseline,baselineboard.node.edit,baselineboard.node.edit,2025-08-27 09:31:48,2025-08-27 09:32:30,42.0
P11,Baseline,Edit-Baseline,baselineboard.node.edit,baselineboard.node.edit,2025-08-27 09:32:30,2025-08-27 09:34:07,97.0
P11,Baseline,Edit-Baseline,baselineboard.node.edit,baselineboard.node.edit,2025-08-27 09:34:07,2025-08-27 09:34:45,38.0
P11,Baseline,Edit-Baseline,baselineboard.node.edit,baselineboard.node.edit,2025-08-27 09:34:45,2025-08-27 09:35:42,57.0
P11,Baseline,Edit-Baseline,baselineboard.node.edit,baselineboard.node.edit,2025-08-27 09:35:42,2025-08-27 09:36:15,33.0
P11,Baseline,Edit-Baseline,baselineboard.node.edit,baselineboard.node.edit,2025-08-27 09:36:15,2025-08-27 09:40:56,281.0
