pid,system_name,label,start_event,end_event,start_time,end_time,delta_sec
P6,OOPT,Init-OOPT,layout_board.new_box_positioned,api.generate_text_to_graph.started,2025-08-25 05:31:30,2025-08-25 05:31:38,8.0
P6,OOPT,Init-OOPT,layout_board.new_box_positioned,api.generate_text_to_graph.started,2025-08-25 05:31:49,2025-08-25 05:32:11,22.0
P6,OOPT,Init-OOPT,layout_board.new_box_positioned,api.generate_text_to_graph.started,2025-08-25 05:32:23,2025-08-25 05:32:47,24.0
P6,OOPT,Init-OOPT,layout_board.new_box_positioned,api.generate_text_to_graph.started,2025-08-25 05:32:58,2025-08-25 05:33:32,34.0
P6,OOPT,Init-OOPT,layout_board.new_box_positioned,api.generate_text_to_graph.started,2025-08-25 05:33:51,2025-08-25 05:33:58,7.0
P6,OOPT,Edit-OOPT,instance.edit.started,api.generate_scene_graph_to_text.started,2025-08-25 05:34:25,2025-08-25 05:34:46,21.0
P6,OOPT,Init-OOPT,layout_board.new_box_positioned,api.generate_text_to_graph.started,2025-08-25 05:35:09,2025-08-25 05:35:12,3.0
P6,OOPT,Init-OOPT,layout_board.new_box_positioned,api.generate_text_to_graph.started,2025-08-25 05:35:41,2025-08-25 05:35:44,3.0
P6,OOPT,Edit-OOPT,instance.edit.started,api.generate_scene_graph_to_text.started,2025-08-25 05:38:16,2025-08-25 05:38:24,8.0
P6,OOPT,Edit-OOPT,instance.edit.started,api.generate_text_to_graph.started,2025-08-25 05:38:29,2025-08-25 05:38:33,4.0
P6,OOPT,Edit-OOPT,instance.edit.started,api.generate_text_to_graph.started,2025-08-25 05:38:37,2025-08-25 05:38:44,7.0
P6,OOPT,Edit-OOPT,instance.edit.started,api.generate_text_to_graph.started,2025-08-25 05:38:51,2025-08-25 05:39:03,12.0
P6,OOPT,Edit-OOPT,instance.edit.started,api.generate_text_to_graph.started,2025-08-25 05:40:09,2025-08-25 05:40:26,17.0
P6,OOPT,Edit-OOPT,instance.edit.started,api.generate_text_to_graph.started,2025-08-25 05:40:34,2025-08-25 05:40:42,8.0
P6,OOPT,Edit-OOPT,instance.edit.started,api.generate_text_to_graph.started,2025-08-25 05:40:54,2025-08-25 05:41:03,9.0
P6,OOPT,Edit-OOPT,instance.edit.started,api.generate_text_to_graph.started,2025-08-25 05:43:27,2025-08-25 05:43:35,8.0
P6,OOPT,Edit-OOPT,instance.edit.started,api.generate_text_to_graph.started,2025-08-25 05:43:40,2025-08-25 05:43:50,10.0
P6,OOPT,Init-OOPT,class_detail_opened,instance.create_from_class.started,2025-08-25 05:47:03,2025-08-25 05:47:49,46.0
P6,OOPT,Edit-OOPT,instance.edit.started,api.generate_scene_graph_to_text.started,2025-08-25 05:48:12,2025-08-25 05:48:17,5.0
P6,OOPT,Edit-OOPT,instance.edit.started,api.generate_scene_graph_to_text.started,2025-08-25 05:49:18,2025-08-25 05:49:23,5.0
P6,Baseline,Init-Baseline,layout_board.new_box_initiated,baselineboard.node.add.instance,2025-08-25 05:51:34,2025-08-25 05:52:24,50.0
P6,Baseline,Init-Baseline,layout_board.new_box_initiated,baselineboard.node.add.instance,2025-08-25 05:52:35,2025-08-25 05:53:28,53.0
P6,Baseline,Init-Baseline,layout_board.new_box_initiated,baselineboard.node.add.instance,2025-08-25 05:53:50,2025-08-25 05:54:20,30.0
P6,Baseline,Init-Baseline,layout_board.new_box_initiated,baselineboard.node.add.instance,2025-08-25 05:54:30,2025-08-25 05:55:06,36.0
P6,Baseline,Edit-Baseline,baselineboard.node.add.instance,baselineboard.node.edit,2025-08-25 05:53:28,2025-08-25 05:53:47,19.0
P6,Baseline,Edit-Baseline,layout_board.new_box_initiated,baselineboard.node.edit,2025-08-25 05:56:04,2025-08-25 05:56:57,53.0
