timestamp,event,details
08:49:54,experiment_started,"{'language': 'ko', 'demographic_data': {'age': '23', 'gender': 'male', 'occupation': '대학생', 'ai_tool_types': ['text'], 'ai_frequency': 'monthly', 'ai_purposes': ['study'], 'ai_proficiency': '2', 'english_level': 'fluent', 'programming_duration': 'never', 'programming_languages': ['none'], 'programming_contexts': ['none'], 'programming_proficiency': '1', 'system_order': 'system2_first'}, 'session_id': '9f6ed6d6-aca3-4e0a-9f55-fd2d1f73ef64', 'user_id': 'P11'}"
08:50:19,layout_board.new_box_initiated,"{'board_type': 'advanced', 'timestamp': '2025-08-23T08:50:19.667Z', 'session_id': '9f6ed6d6-aca3-4e0a-9f55-fd2d1f73ef64', 'user_id': 'P11'}"
08:50:20,layout_board.new_box_positioned,"{'position': {'x': 58.83823776245117, 'y': 244.83823585510254}, 'screen_position': {'x': 122, 'y': 268}, 'board_type': 'advanced', 'session_id': '9f6ed6d6-aca3-4e0a-9f55-fd2d1f73ef64', 'user_id': 'P11'}"
08:52:06,api.generate_text_to_graph.started,"{'has_previous': None, 'text_length': 95, 'previous_objects_count': 0, 'session_id': '9f6ed6d6-aca3-4e0a-9f55-fd2d1f73ef64', 'user_id': 'P11'}"
08:52:12,api.generate_text_to_graph.succeeded,"{'objects_count': 6, 'relationships_count': 5, 'root_object': 'object1', 'session_id': '9f6ed6d6-aca3-4e0a-9f55-fd2d1f73ef64', 'user_id': 'P11'}"
08:52:37,instance.edit.started,"{'instance_id': 'instance-b9632b4c-dea8-4202-9193-1620a57683c6', 'instance_label': 'man', 'edit_type': 'graph', 'session_id': '9f6ed6d6-aca3-4e0a-9f55-fd2d1f73ef64', 'user_id': 'P11'}"
08:52:38,instance_selected,"{'instance_id': 'instance-b9632b4c-dea8-4202-9193-1620a57683c6', 'instance_label': 'man', 'is_from_class': False, 'class_id': None, 'session_id': '9f6ed6d6-aca3-4e0a-9f55-fd2d1f73ef64', 'user_id': 'P11'}"
08:52:40,object_node.edit.started,"{'object_id': 'c0e9b077-e41d-4d5b-b6a8-9e5219fbb837', 'object_name': 'new object', 'edit_mode': 'name', 'is_class_mode': False, 'parent_instance_id': 'instance-b9632b4c-dea8-4202-9193-1620a57683c6', 'session_id': '9f6ed6d6-aca3-4e0a-9f55-fd2d1f73ef64', 'user_id': 'P11'}"
08:52:48,object_node.edit.saved,"{'object_id': 'c0e9b077-e41d-4d5b-b6a8-9e5219fbb837', 'object_name': 'new object', 'edit_mode': 'name', 'new_value': 'watch', 'is_class_mode': False, 'parent_instance_id': 'instance-b9632b4c-dea8-4202-9193-1620a57683c6', 'session_id': '9f6ed6d6-aca3-4e0a-9f55-fd2d1f73ef64', 'user_id': 'P11'}"
08:52:48,object_node.edit.cancelled,"{'object_id': 'c0e9b077-e41d-4d5b-b6a8-9e5219fbb837', 'object_name': 'new object', 'edit_mode': 'name', 'is_class_mode': False, 'session_id': '9f6ed6d6-aca3-4e0a-9f55-fd2d1f73ef64', 'user_id': 'P11'}"
